nm_Kit_ID,mb_replicate,nm_Sampling_Date,fht_eDNA_survey_date,datecomp,fht_Site_comb,nm_Pond_Name,namedist,fht_Site_number,fht_Site_Name,Company,Sampler_Name,Sampling_DateTime,Arrival_Date,num_tubes,Damaged_tubes,Liquid_in_bag,Tubes_labelled,Tubes_filled,Additional_notes,Lab_work_Started,IPC_Positive_out_of_12,GCN_Positive_out_of_12,Status,Site_number_CHECK,GCN_Positive_Square,GCN_Negative_Square,Surveyor,1_km_square,Grid_reference,Easting,Northing,eDNA_score,GCN_test_result,Positive_no_kit,Kit_negative,Newt_Positive_sites,Newt_Negative_sites,HSI1_Pond_location,HSI2_Pond_area,HSI3_Pond_drying,HSI4_Water_quality,HSI5_Shade,HSI6_Waterfowl,HSI7_Fish,HSI8_Pond_count,HSI9_Terrestrial_habitat,HSI10_Macrophytes,DIMITRIOS_HSI,NO_HSI_REASON,SITE_FROM_DIMITRIOS,Inflow_present,Outflow_present,Nitrate,Phosphate,Clean,N,P,Acti_Angu_Angu_Anguangu,Acti_Cypr_Cobi_Cobitean,Acti_Cypr_Cypr_Abrabram,Acti_Cypr_Cypr_Albuunk,Acti_Cypr_Cypr_Blicunk,Acti_Cypr_Cypr_Caracara,Acti_Cypr_Cypr_Cyprcarp,Acti_Cypr_Cypr_Gobigobi,Acti_Cypr_Cypr_Leucidus,Acti_Cypr_Cypr_Phoxphox,Acti_Cypr_Cypr_Pimeprom,Acti_Cypr_Cypr_Rutiruti,Acti_Cypr_Cypr_Tinctinc,Acti_Cypr_Nema_Barbbarb,Acti_Esoc_Esoc_Esoxluci,Acti_Gast_Gast_Gastacul,Acti_Perc_Perc_Percluci,Amph_Anur_Bufo_Bufobufo,Amph_Anur_Rani_Ranatemp,Amph_Caud_Sala_Lisshelv,Amph_Caud_Sala_Lissvulg,Amph_Caud_Sala_Tritcris,Aves_Acci_Acci_Butebute,Aves_Anse_Anat_Aixgale,Aves_Anse_Anat_Anastado,Aves_Anse_Anat_Anatsp,Aves_Char_Lari_Larusp,Aves_Colu_Colu_Colulivi,Aves_Colu_Colu_Colusp,Aves_Gall_Phas_Phascolc,Aves_Grui_Rall_Fuliatra,Aves_Grui_Rall_Gallchlo,Aves_Pass_Acro_Acroscir,Aves_Pass_Corv_Garrglan,Aves_Pass_Corv_Picapica,Aves_Pass_Musc_Eritrube,Aves_Pass_Musc_Turdsp,Aves_Pass_Panu_Panubiar,Aves_Pass_Pari_Parumajo,Aves_Pass_Pass_Pass1,Aves_Pass_Pass_Pass2,Aves_Pass_Prun_Prunmodu,Aves_Pass_Stur_Sturvulg,Aves_Pass_Sylv_Sylvatri,Aves_Pass_Trog_Trogtrog,Aves_Pele_Arde_Ardecine,Aves_Pici_Pici_Dendmajo,Aves_Pici_Pici_Picuviri,Aves_Stri_Stri_Strisp,Mamm_Arti_Cerv_Caprcapr,Mamm_Arti_Cerv_Cervelap,Mamm_Arti_Cerv_Damadama,Mamm_Arti_Cerv_Hydriner,Mamm_Arti_Cerv_Muntreev,Mamm_Carn_Cani_Vulpvulp,Mamm_Carn_Must_Lutrlutr,Mamm_Carn_Must_Melemele,Mamm_Chir_Vesp_Myotnatt,Mamm_Chir_Vesp_Pipiaust,Mamm_Euli_Sori_Sorearan,Mamm_Euli_Talp_Talpeuro,Mamm_Rode_Cric_Arviterr,Mamm_Rode_Cric_Micragre,Mamm_Rode_Cric_Myodglar,Mamm_Rode_Muri_Apodsylv,Mamm_Rode_Muri_Rattnorv,Mamm_Rode_Sciu_Sciucaro
FHT425,1,2017/05/15 00:00:00,2017/05/15 00:00:00,MATCH,266 BADGEMORE GOLF COURSE,266 Badgemse Golf Club (SU 74862 83153),0.2873931623931625,266,BADGEMORE GOLF COURSE,Freshwater Habitats Trust,AH,2017/05/15 08:30:00,2017/05/25 00:00:00,6,No,No,Yes,Yes,needed extra spins at every step; struggled to get AE through,2017/05/30 00:00:00,12,0,Negative,266,NA,1,Adrianna,SU7483,SU7486283153,474862,183153,0,Negative,FALSE,TRUE,NA,Negative,1,75,1,3,0,1,1,1,2,10,0.2332943652235546,NA,266,N,N,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,400,43980,0,0,0,0,5504,0,0,0,0,0,65390,0,0,0,0,0,0,14138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT904,1,2017/06/28 00:00:00,2017/06/28 00:00:00,MATCH,529,529 Rushmore Top Lake,0.2857142857142858,529,NA,Freshwater Habitats Trust,I Nailsmith,2017/06/28 16:45:00,2017/07/12 00:00:00,6,No,No,Yes,Yes,NA,2017/07/17 00:00:00,11,0,Negative,529,NA,1,Iain,SP9129,SP9174429165,491744,229165,0,Negative,FALSE,TRUE,NA,Negative,1,10000,1,4,90,2,2,6,4,10,0.6678278625797738,NA,528,Y,Y,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,0,11988,8414,0,0,0,159944,0,0,0,140,85412,2132,2671,0,19543,0,0,526,90385,347,0,0,2944,0,0,18799,0,0,0,1571,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,9247
FHT924,1,2017/06/15 00:00:00,2017/06/15 00:00:00,MATCH,240,240 - Lawrence's Pond,0.2857142857142858,240,NA,Freshwater Habitats Trust,Iain Naismith,2017/06/15 19:15:00,2017/06/23 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,11,0,Negative,240,NA,1,Iain,SP9614,SP9656514107,496565,214107,0,Negative,FALSE,TRUE,NA,Negative,1,3.1419999999999999,1,4,0,3,4,4,4,60,0.7696136340726079,NA,240,N,N,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT325,1,2017/06/02 00:00:00,2017/06/02 00:00:00,MATCH,402,402 (TL 01229 38508),0.28333333333333344,402,NA,Freshwater Habitats Trust,Iain Naismith,2017/06/02 12:30:00,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/13 00:00:00,12,0,Negative,402,NA,1,Iain,TL0138,TL0122938508,501229,238508,0,Negative,FALSE,TRUE,NA,Negative,1,444,1,3,70,3,3,8,4,20,0.8199494958705275,NA,402,Y,Y,2-5,0.1-0.2,0,3.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT331,1,2017/05/21 00:00:00,2017/05/21 00:00:00,MATCH,116,116 (SP 93194 29869),0.28333333333333344,116,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/21 11:45:00,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/13 00:00:00,12,7,Positive,116,1,NA,Iain,SP9329,SP9319429869,493194,229869,3,Positive,FALSE,FALSE,Positive,NA,1,768,1,4,100,3,3,11,4,30,0.7690416406555917,NA,116,Y,Y,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492,0,0,35428,0,0,0,146639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11817,0
FHT936,1,2017/06/23 00:00:00,2017/06/23 00:00:00,MATCH,354,354 Newton Longmille,0.28333333333333344,354,NA,Freshwater Habitats Trust,I Nailsmith,2017/06/23 15:45:00,2017/07/12 00:00:00,6,No,No,Yes,Yes,NA,2017/07/17 00:00:00,12,12,Positive,354,1,NA,Iain,SP8431,SP8427831068,484278,231068,12,Positive,FALSE,FALSE,Positive,NA,1,28,1,4,0,3,3,5,4,95,0.7391728117935288,NA,354,Y,Y,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT575,1,2017/05/17 00:00:00,2017/05/17 00:00:00,MATCH,290 Frogs Hole - Emberton Country Park,Frogs Hole - Emberton Country Park (SP8788 5029),0.2832602339181287,290,Frogs Hole - Emberton Country Park,Freshwater Habitats Trust,HJ,2017/05/17 11:00:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,0,Negative,290,NA,1,Hanna,SP8750,SP87885029,487880,250290,0,Negative,FALSE,TRUE,NA,Negative,1,2800,1,2,90,2,2,2,3,2,0.40748773173673963,NA,288,N,N,<0.2,0.5-1,1,0.1,0.75,0,0,0,0,0,0,0,0,0,0,0,7720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6768,19526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT294,NA,2017/05/15 00:00:00,2017/05/15 00:00:00,MATCH,14,14 (SP 8235 ),0.28205128205128216,14,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/15 14:20:00,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/24 00:00:00,12,0,Negative,14,1,NA,Iain,SP8235,SP8228735028,482287,235028,0,Negative,FALSE,TRUE,Negative,NA,1,1963.75,2,3,0,2,3,5,2,30,0.7337875164678858,NA,14,Y,Y,<0.2,<0.02,2,0.1,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT450,1,2017/06/09 00:00:00,2017/06/09 00:00:00,MATCH,LAWN HOUSE.POOL,415A Lawn House Pool (SP 680712489),0.28174603174603163,NA,LAWN HOUSE.POOL,Freshwater Habitats Trust,AH,2017/06/09 10:00:00,2017/06/16 00:00:00,6,No,No,Yes,Yes,NA,2017/06/20 00:00:00,10,12,Positive,NA,1,NA,Adrianna,SP6822,SP6807122189,468071,222189,12,Positive,FALSE,FALSE,Positive,NA,1,15,2,4,20,3,3,7,4,100,0.746305219457054,NA,415a,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168168,93356,0,0,2363,0,0,0,0,0,0,49848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT323,1,2017/05/21 00:00:00,2017/05/21 00:00:00,MATCH,462,462 (SP88385 23547),0.2807017543859649,462,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/21 15:50:00,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/13 00:00:00,12,0,Negative,462,1,NA,Iain,SP8823,SP8838523547,488385,223547,0,Negative,FALSE,TRUE,Negative,NA,1,377,1,4,30,2,4,12,4,50,0.9033308791375472,NA,462,Y,Y,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36669,0,0,234862,68562,0,0,0,0,0,2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT358,1,2017/06/02 00:00:00,2017/06/02 00:00:00,MATCH,468,468 (SP 8001 40886),0.2807017543859649,468,NA,Freshwater Habitats Trust,Iain Naismith,2017/06/02 18:45:00,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/13 00:00:00,12,5,Positive,468,NA,1,Iain,SP8040,SP8001540886,480015,240886,5,Positive,FALSE,FALSE,NA,Positive,1,600,2,4,0,2,3,4,2,80,0.817505353721502,NA,468,Y,Y,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,220322,0,0,0,10672,0,0,0,0,0,435636,0,0,0,0,3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT758,1,2017/06/09 00:00:00,2017/06/09 00:00:00,MATCH,428 MKM Agri Pond 1,428,0.2807017543859649,428,MKM Agri Pond 1,Freshwater Habitats Trust,HJ,NA,2017/06/22 00:00:00,6,No,No,Yes,Yes,NA,2017/06/27 00:00:00,12,0,Negative,428,1,NA,Hanna,SP9840,SP9861640944,498616,240944,0,Negative,FALSE,TRUE,Negative,NA,1,365,1,3,20,2,1,>12,2,30,0.47295033182954893,NA,428,N,N,NA,NA,NA,NA,NA,0,0,0,0,0,0,324538,0,0,0,0,179766,0,0,0,0,0,132573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT297,1,2017/05/15 00:00:00,2017/05/15 00:00:00,MATCH,153,153 (SP 8311 3453),0.2777777777777777,153,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/15 17:30:00,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/24 00:00:00,12,0,Negative,153,1,NA,Iain,SP8334,SP8310634526,483106,234526,1,Positive,FALSE,FALSE,Positive,NA,1,1134.2619999999999,1,3,50,2,3,6,4,20,0.8128155191608735,NA,153,Y,N,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,36625,7331,0,0,0,0,0,0,0,0,80846,0,162214,0,0,0,0,0,0,16972,0,0,0,0,0,0,12656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT304,1,2017/05/15 00:00:00,2017/05/15 00:00:00,MATCH,314,314 (SP 8225 3757),0.2777777777777777,314,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/15 12:30:00,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/24 00:00:00,12,0,Negative,314,1,NA,Iain,SP8237,SP8225137567,482251,237567,0,Negative,FALSE,TRUE,Negative,NA,1,198,3,3,0,2,3,3,3,40,0.6734317932425032,NA,314,Y,Y,<0.2,0.05-0.1,1,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,4376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT310,1,2017/05/15 00:00:00,2017/05/15 00:00:00,MATCH,479,479 (SP 8515 4149),0.2777777777777777,479,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/15 10:20:00,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/24 00:00:00,12,0,Negative,479,1,NA,Iain,SP8541,SP8514741488,485147,241488,0,Negative,FALSE,TRUE,Negative,NA,1,612,1,3,10,2,1,0,3,10,0.31875183300250104,NA,479,Y,Y,<0.2,0.1-0.2,1,0.1,0.15,0,0,741,0,0,247074,25728,517,18532,0,0,60352,127627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT311,1,2017/05/15 00:00:00,2017/05/15 00:00:00,MATCH,234,234 (SP 8407 3413),0.2777777777777777,234,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/15 16:30:00,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/24 00:00:00,12,0,Negative,234,NA,1,Iain,SP8434,SP8406734134,484067,234134,0,Negative,FALSE,TRUE,NA,Negative,1,2376.1374999999998,1,3,10,2,2,12+,4,80,0.8011976485770884,NA,233,Y,Y,<0.2,0.05-0.1,1,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,81266,0,172380,0,0,0,0,56238,0,0,0,0,0,0,0,0,0,0,34818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT319,1,2017/05/12 00:00:00,2017/05/12 00:00:00,MATCH,115,115 (SP 8873 4125),0.2777777777777777,115,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/12 18:30:00,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/24 00:00:00,12,0,Negative,115,1,NA,Iain,SP8841,SP8874441361,488744,241361,7,Positive,FALSE,FALSE,Positive,NA,1,531,4,4,20,3,3,3,4,30,0.6977076688954427,NA,115,Y,Y,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT327,1,2017/05/12 00:00:00,2017/05/12 00:00:00,MATCH,455,455 (SP 8912 3933),0.2777777777777777,455,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/12 14:45:00,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/25 00:00:00,12,0,Negative,455,NA,1,Iain,SP8939,SP8912539335,489125,239335,0,Negative,FALSE,TRUE,NA,Negative,1,4025,1,3,60,2,1,4,3,30,0.5650254374013474,NA,453,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT338,1,2017/05/16 00:00:00,2017/05/16 00:00:00,MATCH,580,580 (SP 8832 3288),0.2777777777777777,580,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/16 15:45:00,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/25 00:00:00,12,0,Negative,580,NA,1,Iain,SP8832,SP8832332881,488323,232881,0,Negative,FALSE,TRUE,NA,Negative,1,706.94999999999993,3,3,25,2,2,2,3,50,0.6822068925083403,NA,580,Y,Y,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31705,0,0,0,0,0,0,0,0,0,37930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT341,1,2017/05/16 00:00:00,2017/05/16 00:00:00,MATCH,537,537 (SP 8268 3948),0.2777777777777777,537,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/16 12:40:00,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/25 00:00:00,12,5,Positive,537,NA,1,Iain,SP8239,SP8267739483,482677,239483,5,Positive,FALSE,FALSE,NA,Positive,1,176.73749999999998,3,3,50,2,3,6,3,80,0.71570446390128994,NA,537,Y,Y,NA,0.02-0.05,1,NA,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176562,57882,0,0,0,0,0,0,77866,0,0,0,0,0,30865,0,0,0,0,0,0,15046,0,0,0,50254,0,0,0,0,0,0,0,0,20811,0,0,0,0,0,0,0,0,25441,0,0,0
FHT344,1,2017/05/15 00:00:00,2017/05/15 00:00:00,MATCH,562,562 (SP 8783 4129),0.2777777777777777,562,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/15 09:20:00,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/25 00:00:00,12,2,Positive,562,NA,1,Iain,SP8741,SP8783141290,487831,241290,2,Positive,FALSE,FALSE,NA,Positive,1,530.99799999999993,2,3,70,2,2,2,3,30,0.6947590737336938,NA,562,N,N,<0.2,0.2-0.5,1,0.1,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89127,0,0,419168,0,6226,0,0,0,12183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT347,NA,2017/05/16 00:00:00,2017/05/16 00:00:00,MATCH,441,441 (SP 8295 3318),0.2777777777777777,441,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/16 18:50:00,2017/05/25 00:00:00,6,No,No,Yes,Yes,NA,2017/05/26 00:00:00,12,7,Positive,441,1,NA,Iain,SP8233,SP8294633176,482946,233176,7,Positive,FALSE,FALSE,Positive,NA,1,430,2,4,10,2,3,12+,4,60,0.8954072298627794,NA,441,N,N,<0.2,<0.02,2,0.1,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT367,2,2017/05/30 00:00:00,2017/05/30 00:00:00,MATCH,222,222 (SP 9904 2019),0.2777777777777777,222,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/30 13:00:00,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/13 00:00:00,12,0,Negative,222,NA,1,Iain,SP9920,SP9904120193,499041,220193,0,Negative,FALSE,TRUE,NA,Negative,1,830,1,4,80,2,3,3,4,10,0.7603855138379545,NA,222,Y,Y,1-2,<0.02,1,1.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269212,0,0,85177,0,0,0,0,0,17473,0,0,0,51330,0,0,1616,0,0,1626,0,0,0,0,0,0,0,0,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT367,1,2017/05/30 00:00:00,2017/05/30 00:00:00,MATCH,222,222 (SP 9904 2019),0.2777777777777777,222,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/30 13:00:00,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/13 00:00:00,12,0,Negative,222,NA,1,Iain,SP9920,SP9904120193,499041,220193,0,Negative,FALSE,TRUE,NA,Negative,1,830,1,4,80,2,3,3,4,10,0.7603855138379545,NA,222,Y,Y,1-2,<0.02,1,1.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148709,0,0,31186,0,0,0,0,0,6487,0,0,0,18185,0,0,548,0,0,554,0,0,0,0,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT377,1,2017/06/08 00:00:00,2017/06/08 00:00:00,MATCH,375,375 (TL 056723616),0.2777777777777777,375,NA,Freshwater Habitats Trust,Iain Naismith,2017/06/08 18:30:00,2017/06/16 00:00:00,6,No,No,Yes,Yes,NA,2017/06/20 00:00:00,12,0,Negative,375,NA,1,Iain,TL0536,TL0567236169,505672,236169,0,Negative,FALSE,TRUE,NA,Negative,1,234,3,4,1,3,3,5,4,60,0.8147461999516733,NA,375,N,N,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10345,0,0,0,3127,210262,0,0,0,301,0,357,0,0,0,315,701,0,0,0,1296,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT760,1,2017/06/08 00:00:00,2017/06/08 00:00:00,MATCH,377 Fish Farm Pond,377,0.2777777777777777,377,Fish Farm Pond,Freshwater Habitats Trust,HJ,NA,2017/06/22 00:00:00,6,No,No,Yes,Yes,NA,2017/06/27 00:00:00,12,0,Negative,377,NA,1,Hanna,SP9847,SP98084792,498080,247920,0,Negative,FALSE,TRUE,NA,Negative,1,1960,1,2,60,2,2,0,3,70,0.45149297589094817,NA,377,N,N,NA,NA,NA,NA,NA,0,0,0,0,0,0,59439,0,175,0,0,210703,0,0,0,0,99306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT875,1,2017/06/16 00:00:00,2017/06/16 00:00:00,MATCH,"96 Garden of 'Lyric Wood', Radley",96P - Lyric Wood Radley,0.277181755442625,96,"Garden of 'Lyric Wood', Radley",Freshwater Habitats Trust,IS,NA,2017/06/22 00:00:00,6,No,No,Yes,Yes,NA,2017/06/27 00:00:00,12,5,Positive,96,1,NA,Ian,SU5298,SU5274398895,452743,198895,5,Positive,FALSE,FALSE,Positive,NA,1,0,1,4,100,3,4,>12,4,<1%,0.8319057173235802,NA,94,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26681,32454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT976,1,2017/06/20 00:00:00,2017/06/20 00:00:00,MATCH,QUARRENDON LEAS.2,232A - Quarrendon Leas 2,0.27655228758169936,NA,QUARRENDON LEAS.2,Freshwater Habitats Trust,AH,2017/06/20 11:00:00,2017/06/23 00:00:00,6,No,No,Yes,Yes,NA,2017/06/29 00:00:00,12,11,Positive,NA,NA,1,Adrianna,SP8015,SP8027915794,480279,215794,11,Positive,FALSE,FALSE,NA,Positive,1,650,4,4,40,3,3,4,4,90,0.7472328946923371,NA,232A,N,N,<0.2,0.1-0.2,1,0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392235,0,0,68143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT854,1,2017/06/07 00:00:00,2017/06/07 00:00:00,MATCH,BERNWOOD 350 FOREST B8,138 - Bernwood Forest,0.27489177489177496,NA,BERNWOOD 350 FOREST B8,Freshwater Habitats Trust,Penny Williams,2017/06/07 09:30:00,2017/06/16 00:00:00,6,No,No,Yes,Yes,NA,2017/06/22 00:00:00,12,0,Negative,NA,NA,1,Penny,SP6211,SP6207011380,462070,211380,0,Negative,FALSE,TRUE,NA,Negative,1,150,3,4,0,3,4,>12,4,25,0.7791936324734817,NA,BERN 138,N,N,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
